Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Att_Shot,Shot/90,Shot_Accuracy
1518,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,14.3,0,12,2,16.7,0.84,0.14,0.00,0.00,23.4,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,12.0,0.8391608391608392,16.7
1520,Sergio León,es ESP,FW,Valladolid,es La Liga,33,1989,14.8,6,26,15,57.7,1.75,1.01,0.19,0.33,16.3,0,1,2,3.9,2.3,0.09,+2.1,+2.7,Matches,26.0,1.7567567567567566,57.7
1521,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,19,2002,21.5,1,19,1,5.3,0.88,0.05,0.05,1.00,23.8,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,19.0,0.8837209302325582,5.3
1522,Mehdi Léris,dz ALG,"MF,DF",Sampdoria,it Serie A,24,1998,27.3,1,30,12,40.0,1.10,0.44,0.03,0.08,12.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4,Matches,30.0,1.0989010989010988,40.0
1523,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,27,1994,36.1,5,35,10,28.6,0.97,0.28,0.14,0.50,17.6,0,0,0,2.6,2.6,0.07,+2.4,+2.4,Matches,35.0,0.9695290858725761,28.6
1525,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22,2000,13.2,0,18,6,33.3,1.36,0.45,0.00,0.00,20.6,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,18.0,1.3636363636363638,33.3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1527,Ruan Levine,br BRA,"MF,FW",Ajaccio,fr Ligue 1,23,1999,0.3,0,2,1,50.0,7.50,3.75,0.00,0.00,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,2.0,6.666666666666667,50.0
1528,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,33,1988,31.6,23,134,56,41.8,4.24,1.77,0.17,0.41,13.8,5,0,1,24.3,23.5,0.18,-1.3,-0.5,Matches,134.0,4.240506329113924,41.8
1529,Jamie Leweling,de GER,"FW,MF",Union Berlin,de Bundesliga,21,2001,2.9,1,9,5,55.6,3.06,1.70,0.11,0.20,16.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,9.0,3.103448275862069,55.6
1531,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,17,2004,10.0,0,5,2,40.0,0.50,0.20,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,5.0,0.5,40.0
1532,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,eng Premier League,21,2001,3.6,0,7,2,28.6,1.96,0.56,0.00,0.00,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,7.0,1.9444444444444444,28.6
1533,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,34,1988,17.1,0,13,2,15.4,0.76,0.12,0.00,0.00,21.8,2,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,13.0,0.7602339181286549,15.4
1534,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,27.8,1,17,3,17.6,0.61,0.11,0.06,0.33,16.4,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches,17.0,0.6115107913669064,17.6
1535,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,26.7,3,23,8,34.8,0.86,0.30,0.13,0.38,16.0,0,0,0,1.1,1.1,0.05,+1.9,+1.9,Matches,23.0,0.8614232209737828,34.8
1538,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,22,2000,18.7,7,45,19,42.2,2.41,1.02,0.16,0.37,18.3,4,0,0,5.9,5.9,0.13,+1.1,+1.1,Matches,45.0,2.4064171122994655,42.2
1539,Karol Linetty,pl POL,MF,Torino,it Serie A,27,1995,21.0,1,16,4,25.0,0.76,0.19,0.06,0.25,20.9,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,16.0,0.7619047619047619,25.0
1540,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,29,1992,10.3,0,10,2,20.0,0.98,0.20,0.00,0.00,19.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches,10.0,0.9708737864077669,20.0
1541,Samuel Lino,br BRA,"FW,MF",Valencia,es La Liga,22,1999,32.1,6,96,33,34.4,2.99,1.03,0.06,0.18,17.9,0,0,0,7.8,7.7,0.08,-1.8,-1.7,Matches,96.0,2.9906542056074765,34.4
1542,Pol Lirola,es ESP,DF,Elche,es La Liga,24,1997,7.0,1,1,1,100.0,0.14,0.14,1.00,1.00,10.5,0,0,0,0.2,0.2,0.20,+0.8,+0.8,Matches,1.0,0.14285714285714285,100.0
1546,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,24,1997,19.0,5,34,14,41.2,1.79,0.74,0.12,0.29,22.1,0,1,1,3.3,2.6,0.08,+1.7,+1.4,Matches,34.0,1.7894736842105263,41.2
1549,Diego Llorente,es ESP,DF,Roma,it Serie A,28,1993,6.4,0,4,1,25.0,0.63,0.16,0.00,0.00,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,4.0,0.625,25.0
1550,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,27,1995,18.9,1,24,9,37.5,1.27,0.48,0.04,0.11,17.9,0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches,24.0,1.26984126984127,37.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1552,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,es La Liga,26,1996,12.5,2,30,7,23.3,2.40,0.56,0.07,0.29,19.8,3,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches,30.0,2.4,23.3
1553,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,27,1994,34.5,1,11,4,36.4,0.32,0.12,0.09,0.25,22.3,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,11.0,0.3188405797101449,36.4
1554,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24,1998,27.2,0,29,12,41.4,1.07,0.44,0.00,0.00,23.9,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches,29.0,1.0661764705882353,41.4
1555,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,20.4,1,8,2,25.0,0.39,0.10,0.13,0.50,16.3,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches,8.0,0.3921568627450981,25.0
1559,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,eng Premier League,26,1996,17.1,0,9,2,22.2,0.53,0.12,0.00,0.00,18.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,9.0,0.5263157894736842,22.2
1560,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,24,1997,28.0,1,33,7,21.2,1.18,0.25,0.03,0.14,16.0,0,0,0,3.6,3.6,0.11,-2.6,-2.6,Matches,33.0,1.1785714285714286,21.2
1561,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,24,1997,19.2,13,49,23,46.9,2.55,1.20,0.20,0.43,15.8,1,3,3,9.1,6.7,0.14,+3.9,+3.3,Matches,49.0,2.5520833333333335,46.9
1563,Rony Lopes,pt POR,"MF,FW",Troyes,fr Ligue 1,26,1995,26.1,7,57,20,35.1,2.19,0.77,0.12,0.35,19.3,5,0,0,4.9,4.9,0.09,+2.1,+2.1,Matches,57.0,2.1839080459770113,35.1
1564,David López,es ESP,DF,Girona,es La Liga,32,1989,18.4,3,11,8,72.7,0.60,0.44,0.27,0.38,16.9,0,0,0,1.5,1.5,0.14,+1.5,+1.5,Matches,11.0,0.5978260869565218,72.7
1566,Diego López,es ESP,"FW,MF",Valencia,es La Liga,20,2002,5.0,3,12,8,66.7,2.42,1.61,0.25,0.38,10.5,0,0,0,3.5,3.5,0.30,-0.5,-0.5,Matches,12.0,2.4,66.7
1567,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24,1997,25.5,0,16,5,31.3,0.63,0.20,0.00,0.00,22.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,16.0,0.6274509803921569,31.3
1569,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,13.9,1,26,10,38.5,1.87,0.72,0.04,0.10,26.5,2,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches,26.0,1.870503597122302,38.5
1570,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20,2002,15.3,0,18,4,22.2,1.17,0.26,0.00,0.00,23.3,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,18.0,1.1764705882352942,22.2
1571,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36,1986,30.2,2,27,8,29.6,0.89,0.26,0.07,0.25,17.2,0,0,0,1.9,1.9,0.07,+0.1,+0.1,Matches,27.0,0.8940397350993378,29.6
1572,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23,1998,27.3,0,13,5,38.5,0.48,0.18,0.00,0.00,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,13.0,0.47619047619047616,38.5
1574,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,16.2,1,13,3,23.1,0.80,0.19,0.08,0.33,12.5,1,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,13.0,0.8024691358024691,23.1
1575,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24,1998,25.9,5,71,18,25.4,2.74,0.69,0.07,0.28,22.3,4,0,0,4.8,4.8,0.07,+0.2,+0.2,Matches,71.0,2.7413127413127416,25.4
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1577,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29,1993,16.0,1,30,8,26.7,1.87,0.50,0.03,0.13,16.7,0,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches,30.0,1.875,26.7
1578,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27,1995,17.8,3,41,13,31.7,2.30,0.73,0.05,0.15,18.5,0,1,1,5.4,4.6,0.11,-2.4,-2.6,Matches,41.0,2.303370786516854,31.7
1580,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24,1998,3.2,0,5,3,60.0,1.55,0.93,0.00,0.00,18.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,5.0,1.5625,60.0
1581,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,32.2,0,11,2,18.2,0.34,0.06,0.00,0.00,14.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,11.0,0.3416149068322981,18.2
1582,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,30.1,1,22,8,36.4,0.73,0.27,0.05,0.13,23.8,2,0,1,1.9,1.1,0.05,-0.9,-0.1,Matches,22.0,0.7308970099667774,36.4
1583,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,35,1987,13.5,7,41,21,51.2,3.05,1.56,0.17,0.33,14.7,0,0,0,6.5,6.5,0.17,+0.5,+0.5,Matches,41.0,3.037037037037037,51.2
1584,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,8.4,1,6,3,50.0,0.71,0.36,0.17,0.33,12.6,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,6.0,0.7142857142857143,50.0
1585,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24,1998,32.5,6,34,12,35.3,1.05,0.37,0.18,0.50,25.0,7,0,0,2.8,2.8,0.08,+3.2,+3.2,Matches,34.0,1.0461538461538462,35.3
1586,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29,1993,18.4,10,49,20,40.8,2.66,1.08,0.16,0.40,15.0,0,2,2,9.0,7.4,0.15,+1.0,+0.6,Matches,49.0,2.6630434782608696,40.8
1587,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,33.2,2,13,5,38.5,0.39,0.15,0.15,0.40,10.2,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches,13.0,0.39156626506024095,38.5
1588,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,24,1997,26.6,11,59,22,37.3,2.22,0.83,0.10,0.27,20.3,1,5,5,8.6,4.7,0.08,+2.4,+1.3,Matches,59.0,2.218045112781955,37.3
1589,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,25,1996,4.6,0,5,1,20.0,1.09,0.22,0.00,0.00,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,5.0,1.0869565217391306,20.0
1590,Saša Lukić,rs SRB,MF,Torino,it Serie A,25,1996,13.3,2,15,3,20.0,1.13,0.23,0.07,0.33,20.2,1,1,1,1.7,0.9,0.06,+0.3,+0.1,Matches,15.0,1.1278195488721805,20.0
1593,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,34.8,2,18,4,22.2,0.52,0.11,0.11,0.50,12.7,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches,18.0,0.5172413793103449,22.2
1594,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,13.1,1,12,4,33.3,0.92,0.31,0.08,0.25,19.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches,12.0,0.916030534351145,33.3
1595,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,12.3,2,19,6,31.6,1.54,0.49,0.11,0.33,25.1,5,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches,19.0,1.5447154471544715,31.6
1596,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,31,1990,12.0,0,18,2,11.1,1.50,0.17,0.00,0.00,30.3,7,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches,18.0,1.5,11.1
1597,Awer Mabil,au AUS,"MF,FW",Cádiz,es La Liga,26,1995,1.8,0,3,1,33.3,1.64,0.55,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,3.0,1.6666666666666665,33.3
1598,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23,1998,32.1,10,80,28,35.0,2.49,0.87,0.05,0.14,22.5,8,6,6,12.1,7.3,0.09,-2.1,-3.3,Matches,80.0,2.4922118380062304,35.0
1599,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,28,1993,24.3,4,18,7,38.9,0.74,0.29,0.22,0.57,19.3,1,0,0,1.3,1.3,0.07,+2.7,+2.7,Matches,18.0,0.7407407407407407,38.9
1600,Darwin Machís,ve VEN,FW,Valladolid,es La Liga,29,1993,6.7,0,19,6,31.6,2.85,0.90,0.00,0.00,18.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,19.0,2.835820895522388,31.6
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1601,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,25,1996,27.6,10,83,27,32.5,3.01,0.98,0.11,0.33,21.1,13,1,2,8.7,6.6,0.08,+1.3,+2.4,Matches,83.0,3.0072463768115942,32.5
1602,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,20,2002,7.1,1,12,6,50.0,1.68,0.84,0.08,0.17,15.6,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches,12.0,1.6901408450704227,50.0
1603,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,33.1,2,21,4,19.0,0.64,0.12,0.10,0.50,17.4,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches,21.0,0.634441087613293,19.0
1604,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,24,1997,37.9,3,32,9,28.1,0.84,0.24,0.09,0.33,11.9,0,0,0,5.1,5.1,0.16,-2.1,-2.1,Matches,32.0,0.8443271767810027,28.1
1605,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,28,1993,10.0,0,6,2,33.3,0.60,0.20,0.00,0.00,11.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,6.0,0.6,33.3
1608,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,26,1995,17.0,0,7,1,14.3,0.41,0.06,0.00,0.00,19.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,7.0,0.4117647058823529,14.3
1609,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24,1998,18.8,1,17,6,35.3,0.91,0.32,0.06,0.17,24.7,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,17.0,0.9042553191489361,35.3
1610,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,25,1997,26.7,0,17,1,5.9,0.64,0.04,0.00,0.00,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches,17.0,0.6367041198501873,5.9
1612,Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2000,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,1.0,1.4285714285714286,100.0
1613,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,31,1991,21.3,5,42,12,28.6,1.97,0.56,0.10,0.33,17.2,7,1,1,5.6,4.8,0.11,-0.6,-0.8,Matches,42.0,1.971830985915493,28.6
1614,Arne Maier,de GER,MF,Augsburg,de Bundesliga,23,1999,21.8,5,28,10,35.7,1.29,0.46,0.18,0.50,21.1,3,0,0,1.6,1.6,0.06,+3.4,+3.4,Matches,28.0,1.2844036697247705,35.7
1616,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,23,1999,24.9,3,35,13,37.1,1.41,0.52,0.09,0.23,15.3,0,0,0,4.6,4.6,0.13,-1.6,-1.6,Matches,35.0,1.4056224899598395,37.1
1618,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,eng Premier League,24,1997,15.6,0,1,1,100.0,0.06,0.06,0.00,0.00,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,1.0,0.06410256410256411,100.0
1620,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,24,1998,18.5,2,33,11,33.3,1.78,0.59,0.03,0.09,20.4,5,1,1,3.3,2.5,0.08,-1.3,-1.5,Matches,33.0,1.7837837837837838,33.3
1622,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24,1998,11.8,0,5,2,40.0,0.42,0.17,0.00,0.00,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,5.0,0.423728813559322,40.0
1623,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,19,2002,2.2,0,6,1,16.7,2.73,0.45,0.00,0.00,13.9,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches,6.0,2.727272727272727,16.7
1624,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,27,1995,22.8,0,18,7,38.9,0.79,0.31,0.00,0.00,14.2,0,0,0,1.8,1.8,0.10,-1.8,-1.8,Matches,18.0,0.7894736842105263,38.9
1625,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,22,1999,15.5,0,5,2,40.0,0.32,0.13,0.00,0.00,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,5.0,0.3225806451612903,40.0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1626,Lorenzo Malagrida,it ITA,"MF,DF",Sampdoria,it Serie A,18,2003,1.2,0,2,2,100.0,1.65,1.65,0.00,0.00,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,2.0,1.6666666666666667,100.0
1627,Daniel Maldini,it ITA,"FW,MF",Spezia,it Serie A,20,2001,7.0,2,15,6,40.0,2.15,0.86,0.13,0.33,19.0,1,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches,15.0,2.142857142857143,40.0
1629,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,23,1998,7.5,0,6,1,16.7,0.80,0.13,0.00,0.00,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,6.0,0.8,16.7
1630,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23,1999,19.0,9,64,30,46.9,3.38,1.58,0.14,0.30,15.9,3,0,0,9.1,9.1,0.15,-0.1,-0.1,Matches,64.0,3.3684210526315788,46.9
1631,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,29,1993,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches,19.0,3.114754098360656,31.6
1632,Ruslan Malinovskyi,ua UKR,"MF,FW",Marseille,fr Ligue 1,29,1993,13.6,1,35,7,20.0,2.57,0.51,0.03,0.14,24.3,6,0,0,2.3,2.3,0.06,-1.3,-1.3,Matches,35.0,2.573529411764706,20.0
1633,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31,1991,24.0,0,19,7,36.8,0.79,0.29,0.00,0.00,13.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches,19.0,0.7916666666666666,36.8
1637,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26,1996,31.8,1,22,5,22.7,0.69,0.16,0.05,0.20,13.1,0,0,0,2.3,2.3,0.10,-1.3,-1.3,Matches,22.0,0.6918238993710691,22.7
1640,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,30,1991,16.2,0,2,2,100.0,0.12,0.12,0.00,0.00,19.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,2.0,0.1234567901234568,100.0
1641,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25,1997,21.7,2,37,5,13.5,1.71,0.23,0.05,0.40,22.9,2,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches,37.0,1.7050691244239633,13.5
1642,Sadio Mané,sn SEN,"FW,MF",Bayern Munich,de Bundesliga,30,1992,15.8,7,53,20,37.7,3.35,1.26,0.11,0.30,12.8,0,1,2,8.9,7.2,0.14,-1.9,-1.2,Matches,53.0,3.354430379746835,37.7
1643,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24,1998,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,20.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,9.0,0.5232558139534884,33.3
1647,Myziane Maolida,km COM,"MF,FW",Reims,fr Ligue 1,23,1999,2.6,1,6,2,33.3,2.33,0.78,0.17,0.50,17.2,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,6.0,2.3076923076923075,33.3
1649,Faitout Maouassa,fr FRA,"FW,DF",Montpellier,fr Ligue 1,24,1998,21.4,5,34,12,35.3,1.59,0.56,0.15,0.42,20.1,1,0,0,3.3,3.3,0.10,+1.7,+1.7,Matches,34.0,1.5887850467289721,35.3
1650,Sekou Mara,fr FRA,"FW,MF",Southampton,eng Premier League,20,2002,6.2,1,17,4,23.5,2.76,0.65,0.06,0.25,16.2,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches,17.0,2.7419354838709675,23.5
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,,
1652,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,28,1994,30.2,7,74,31,41.9,2.45,1.03,0.09,0.23,16.2,1,0,0,8.1,8.1,0.11,-1.1,-1.1,Matches,74.0,2.4503311258278146,41.9
1655,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25,1997,27.2,0,37,9,24.3,1.36,0.33,0.00,0.00,22.8,1,0,0,2.3,2.3,0.06,-2.3,-2.3,Matches,37.0,1.3602941176470589,24.3
1657,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30,1992,24.7,1,8,1,12.5,0.32,0.04,0.13,1.00,10.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches,8.0,0.32388663967611336,12.5
1659,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33,1989,31.3,1,4,2,50.0,0.13,0.06,0.25,0.50,20.3,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches,4.0,0.12779552715654952,50.0
1660,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,21,2001,1.0,1,2,1,50.0,2.09,1.05,0.50,1.00,10.7,0,0,0,0.2,0.2,0.12,+0.8,+0.8,Matches,2.0,2.0,50.0
1661,José Mari,es ESP,MF,Cádiz,es La Liga,34,1987,4.4,0,5,2,40.0,1.13,0.45,0.00,0.00,24.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,5.0,1.1363636363636362,40.0
1662,Pablo Marí,es ESP,DF,Monza,it Serie A,28,1993,27.6,1,10,2,20.0,0.36,0.07,0.10,0.50,15.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,10.0,0.36231884057971014,20.0
1663,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27,1995,26.9,2,22,8,36.4,0.82,0.30,0.09,0.25,14.1,0,0,0,2.0,2.0,0.09,0.0,0.0,Matches,22.0,0.8178438661710038,36.4
1665,Pablo Marín,es ESP,"MF,FW",Real Sociedad,es La Liga,19,2003,4.0,0,9,4,44.4,2.25,1.00,0.00,0.00,16.6,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches,9.0,2.25,44.4
1666,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26,1996,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,27.6,10,0,0,1.4,1.4,0.04,+0.6,+0.6,Matches,33.0,1.1702127659574468,24.2
1668,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28,1994,24.0,3,16,6,37.5,0.67,0.25,0.19,0.50,10.7,0,0,0,1.6,1.6,0.10,+1.4,+1.4,Matches,16.0,0.6666666666666666,37.5
1669,Marlon,br BRA,DF,Monza,it Serie A,26,1995,17.7,0,5,1,20.0,0.28,0.06,0.00,0.00,11.0,0,0,0,0.3,0.2,0.05,-0.3,-0.2,Matches,5.0,0.2824858757062147,20.0
1670,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,23,1999,16.4,5,48,16,33.3,2.93,0.98,0.10,0.31,15.0,1,0,0,6.1,6.1,0.13,-1.1,-1.1,Matches,48.0,2.9268292682926833,33.3
1672,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28,1994,30.2,2,18,4,22.2,0.60,0.13,0.11,0.50,9.2,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches,18.0,0.5960264900662252,22.2
