,Name,Overall,Potential,Performance,Country,Club,Preferred Foot,Weak Foot,Skill Moves,Height,Offensive Work Rate,Defensive Work Rate,Value,Wage,ID,Crosses,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,Goalkeeping Diving,Goalkeeping Handling,Goalkeeping Kicking,Goalkeeping Positioning,Goalkeeping Reflexes,player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
2294,P. Mwene,74,74,74.0,Austria,PSV,Right,4,3,172,High,Medium,€3.8M,€15K,216275,74,54,42,70,34,74,60,46,60,73,83,76,81,68,86,54,75,83,67,39,59,70,64,63,42,68,70,73,71,12,9,11,9,7,216275,/player/216275/phillipp-mwene/230002,23.0,2.0,2022-09-26,P. Mwene,Phillipp Mwene,"RB, LB",74,74,3800000.0,15000.0,28,1994-01-29,172,68,247.0,PSV,10.0,Eredivisie,1.0,SUB,29.0,,2021-07-01,2024.0,4,Austria,,,,Right,4,3,1,High/Medium,Normal (170-185),No,5300000.0,,,79.0,50.0,66.0,74.0,68.0,70.0,74,54,42,70,34,74,60,46,60,73,83,76,81,68,86,54,75,83,67,39,59,70,64,63,42,68.0,70,73,71,12,9,11,9,7,,61+2,61+2,61+2,69,66,66,66,69,67+2,67+2,67+2,71+2,67+2,67+2,67+2,71+2,73+1,69+2,69+2,69+2,73+1,72+2,67+2,67+2,67+2,72+2,16+2
2295,H. Hajradinović,74,74,74.0,Bosnia and Herzegovina,Kasimpaşa SK,Left,3,3,178,Medium,Medium,€4.2M,€14K,226517,75,61,44,77,61,75,79,74,76,76,76,75,86,68,72,78,57,88,61,72,72,59,69,76,70,73,50,59,54,8,8,7,13,11,226517,/player/226517/haris-hajradinovic/230002,23.0,2.0,2022-09-26,H. Hajradinović,Haris Hajradinović,"CM, CAM",74,74,4200000.0,14000.0,28,1994-02-18,178,74,111339.0,Kasımpaşa,68.0,Super Lig,1.0,RCM,10.0,,2019-01-22,2026.0,8,Bosnia and Herzegovina,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,8400000.0,,"Finesse Shot, Long Shot Taker (AI)",75.0,67.0,76.0,76.0,54.0,70.0,75,61,44,77,61,75,79,74,76,76,76,75,86,68,72,78,57,88,61,72,72,59,69,76,70,73.0,50,59,54,8,8,7,13,11,,68+2,68+2,68+2,73,72,72,72,73,74,74,74,74,74,74,74,74,69+2,68+2,68+2,68+2,69+2,66+2,59+2,59+2,59+2,66+2,16+2
2296,S. Mitrović,74,74,74.0,Serbia,Getafe CF,Right,5,2,189,Low,High,€2.7M,€21K,209547,38,22,75,70,28,51,29,33,65,61,30,31,33,72,34,59,73,73,86,38,82,73,31,43,35,70,75,75,68,9,8,8,15,16,209547,/player/209547/stefan-mitrovic/230002,23.0,2.0,2022-09-26,S. Mitrović,Stefan Mitrović,CB,74,74,2700000.0,21000.0,32,1990-05-22,189,84,1860.0,Getafe,53.0,La Liga,1.0,SUB,23.0,,2021-07-06,2024.0,51,Serbia,,,,Right,5,2,1,Low/High,Normal (185+),No,5700000.0,#Strength,Long Passer (AI),31.0,34.0,54.0,53.0,74.0,81.0,38,22,75,70,28,51,29,33,65,61,30,31,33,72,34,59,73,73,86,38,82,73,31,43,35,70.0,75,75,68,9,8,8,15,16,,49+2,49+2,49+2,46,48,48,48,46,50+2,50+2,50+2,50+2,59+2,59+2,59+2,50+2,62+2,70+2,70+2,70+2,62+2,63+2,74,74,74,63+2,18+2
2297,N. Chalobah,73,75,74.0,England,Fulham,Right,3,3,187,Medium,Medium,€3.3M,€38K,205897,58,54,70,75,52,73,48,46,71,75,54,55,62,69,61,75,69,62,75,68,76,72,64,71,49,71,69,73,68,12,9,15,8,8,205897,/player/205897/nathaniel-chalobah/230002,23.0,2.0,2022-09-26,N. Chalobah,Nathaniel Chalobah,"CDM, CM",73,75,3300000.0,38000.0,27,1994-12-12,187,80,144.0,Fulham,13.0,Premier League,1.0,SUB,12.0,,2021-08-31,2023.0,14,England,,,,Right,3,3,1,Medium/Medium,Lean (185+),Yes,6500000.0,,Flair,55.0,61.0,67.0,72.0,71.0,72.0,58,54,70,75,52,73,48,46,71,75,54,55,62,69,61,75,69,62,75,68,76,72,64,71,49,71.0,69,73,68,12,9,15,8,8,,66+2,66+2,66+2,66,68,68,68,66,69+2,69+2,69+2,67+2,71+2,71+2,71+2,67+2,67+2,72+2,72+2,72+2,67+2,67+2,71+2,71+2,71+2,67+2,16+2
2298,P. Gazzaniga,74,74,74.0,Argentina,Girona FC,Right,3,1,196,Medium,Medium,€2.8M,€33K,205186,23,12,14,49,13,20,31,21,54,31,57,56,57,59,50,59,74,42,55,19,40,19,15,64,40,61,23,21,14,76,74,78,73,77,205186,/player/205186/paulo-gazzaniga/230002,23.0,2.0,2022-09-26,P. Gazzaniga,Paulo Dino Gazzaniga,GK,74,74,2800000.0,33000.0,30,1992-01-02,196,90,110062.0,Girona,53.0,La Liga,1.0,SUB,13.0,Fulham,,2023.0,52,Argentina,,,,Right,3,1,1,Medium/Medium,Lean (185+),Yes,,,,,,,,,,23,12,14,49,13,20,31,21,54,31,57,56,57,59,50,59,74,42,55,19,40,19,15,64,40,61.0,23,21,14,76,74,78,73,77,57.0,32+2,32+2,32+2,34,35,35,35,34,39+2,39+2,39+2,37+2,41+2,41+2,41+2,37+2,33+2,37+2,37+2,37+2,33+2,31+2,30+2,30+2,30+2,31+2,73+1
2299,S. Walukiewicz,70,78,74.0,Poland,Empoli,Right,2,2,188,High,Medium,€3.3M,€2K,243497,23,36,71,70,28,56,37,22,58,65,64,55,51,62,51,42,76,68,81,42,63,70,41,40,38,69,70,72,71,10,14,6,15,6,243497,/player/243497/sebastian-walukiewicz/230002,23.0,2.0,2022-09-26,S. Walukiewicz,Sebastian Wiktor Walukiewicz,CB,70,78,3300000.0,2000.0,22,2000-04-05,188,85,1746.0,Empoli,31.0,Serie A,1.0,SUB,4.0,Cagliari,,2023.0,37,Poland,,,,Right,2,2,1,High/Medium,Normal (185+),No,,,Long Passer (AI),59.0,38.0,49.0,59.0,71.0,74.0,23,36,71,70,28,56,37,22,58,65,64,55,51,62,51,42,76,68,81,42,63,70,41,40,38,69.0,70,72,71,10,14,6,15,6,,53+2,53+2,53+2,51,53,53,53,51,55+2,55+2,55+2,54+2,59+2,59+2,59+2,54+2,62+2,67+2,67+2,67+2,62+2,64+2,70+2,70+2,70+2,64+2,17+2
2300,E. Karaca,74,74,74.0,Turkey,Aytemiz Alanyaspor,Right,4,3,166,High,Medium,€3.3M,€19K,234870,72,66,45,73,50,74,65,63,68,75,81,76,85,74,94,65,32,76,39,55,31,41,69,69,68,65,49,42,35,9,15,11,6,13,234870,/player/234870/efecan-karaca/230002,23.0,2.0,2022-09-26,E. Karaca,Efecan Karaca,"RM, CAM",74,74,3300000.0,19000.0,32,1989-11-16,166,56,113142.0,Alanyaspor,68.0,Super Lig,1.0,RM,7.0,,2013-07-17,2024.0,48,Turkey,,,,Right,4,3,1,High/Medium,Lean (170-),No,6600000.0,,"Speed Dribbler (AI), Team Player, Technical Dribbler (AI)",78.0,63.0,70.0,76.0,44.0,46.0,72,66,45,73,50,74,65,63,68,75,81,76,85,74,94,65,32,76,39,55,31,41,69,69,68,65.0,49,42,35,9,15,11,6,13,,66+2,66+2,66+2,73,71,71,71,73,72+2,72+2,72+2,73+1,68+2,68+2,68+2,73+1,62+2,57+2,57+2,57+2,62+2,58+2,46+2,46+2,46+2,58+2,18+2
2301,A. Mumin,70,78,74.0,Ghana,Rayo Vallecano,Right,4,3,188,Medium,High,€3.3M,€9K,235662,47,32,69,69,28,58,57,26,68,63,77,80,62,65,66,52,80,71,76,28,73,67,43,48,35,62,70,69,66,13,6,10,9,11,235662,/player/235662/abdul-mumin/230002,23.0,2.0,2022-09-26,A. Mumin,Khalid Abdul Mumin Suleman,CB,70,78,3300000.0,9000.0,24,1998-06-06,188,80,480.0,Rayo Vallecano,53.0,La Liga,1.0,RES,16.0,,2022-09-01,2026.0,117,Ghana,,,,Right,4,3,1,Medium/High,Lean (185+),No,7600000.0,,Dives Into Tackles (AI),79.0,36.0,58.0,61.0,69.0,74.0,47,32,69,69,28,58,57,26,68,63,77,80,62,65,66,52,80,71,76,28,73,67,43,48,35,62.0,70,69,66,13,6,10,9,11,,55+2,55+2,55+2,56,56,56,56,56,57+2,57+2,57+2,60+2,60+2,60+2,60+2,60+2,66+2,67+2,67+2,67+2,66+2,67+2,70+2,70+2,70+2,67+2,16+2
2302,J. Toornstra,74,74,74.0,Netherlands,FC Utrecht,Right,2,3,178,High,High,€2.6M,€15K,198006,79,73,62,78,81,69,75,74,74,71,46,56,62,70,78,76,49,77,67,78,73,77,76,77,56,76,72,70,59,14,15,16,6,6,198006,/player/198006/jens-toornstra/230002,23.0,2.0,2022-09-26,J. Toornstra,Jens Toornstra,"CM, CAM",74,74,2600000.0,15000.0,33,1989-04-04,178,74,1903.0,FC Utrecht,10.0,Eredivisie,1.0,RCM,18.0,,2022-08-23,2024.0,34,Netherlands,,,,Right,2,3,1,High/High,Normal (170-185),No,3900000.0,,"Solid Player, Team Player",52.0,74.0,77.0,70.0,70.0,70.0,79,73,62,78,81,69,75,74,74,71,46,56,62,70,78,76,49,77,67,78,73,77,76,77,56,76.0,72,70,59,14,15,16,6,6,,70+2,70+2,70+2,70,71,71,71,70,72+2,72+2,72+2,71+2,74,74,74,71+2,71+2,73+1,73+1,73+1,71+2,69+2,69+2,69+2,69+2,69+2,17+2
2303,Guilherme Sityá,74,74,74.0,Brazil,İttifak Holding Konyaspor,Left,3,3,180,High,High,€2.9M,€15K,224885,74,58,52,71,47,72,70,72,66,70,81,82,79,69,75,66,80,86,78,68,60,68,60,68,63,65,70,69,67,9,7,11,8,7,224885,/player/224885/guilherme-haubert-sitya/230002,23.0,2.0,2022-09-26,Guilherme Sityá,Guilherme Haubert Sityá,"LB, LM, LWB",74,74,2900000.0,15000.0,32,1990-04-01,180,79,101033.0,Konyaspor,68.0,Super Lig,1.0,LB,12.0,,2020-01-20,2025.0,54,Brazil,,,,Left,3,3,1,High/High,Normal (170-185),No,5800000.0,#Engine,"Solid Player, Long Shot Taker (AI)",82.0,61.0,70.0,72.0,67.0,77.0,74,58,52,71,47,72,70,72,66,70,81,82,79,69,75,66,80,86,78,68,60,68,60,68,63,65.0,70,69,67,9,7,11,8,7,,65+2,65+2,65+2,70,68,68,68,70,69+2,69+2,69+2,71+2,69+2,69+2,69+2,71+2,73+1,70+2,70+2,70+2,73+1,72+2,68+2,68+2,68+2,72+2,15+2
2304,Kiko Casilla,74,74,74.0,Spain,Getafe CF,Right,2,1,190,Medium,Medium,€475K,€11K,177644,24,14,13,34,12,19,25,25,28,30,46,49,43,73,58,56,69,41,71,13,45,20,12,62,23,60,26,15,11,75,72,74,71,75,177644,/player/177644/francisco-casilla-cortes/230002,23.0,2.0,2022-09-26,Kiko Casilla,Francisco Casilla Cortés,GK,74,74,475000.0,11000.0,35,1986-10-02,190,86,1860.0,Getafe,53.0,La Liga,1.0,SUB,1.0,,2022-08-10,2023.0,45,Spain,,,,Right,2,1,2,Medium/Medium,Lean (185+),Yes,998000.0,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,24,14,13,34,12,19,25,25,28,30,46,49,43,73,58,56,69,41,71,13,45,20,12,62,23,60.0,26,15,11,75,72,74,71,75,47.0,31+2,31+2,31+2,32,33,33,33,32,35+2,35+2,35+2,34+2,35+2,35+2,35+2,34+2,31+2,33+2,33+2,33+2,31+2,30+2,31+2,31+2,31+2,30+2,73+1
2305,P. Capelle,74,74,74.0,France,Angers SCO,Left,4,3,181,Medium,Medium,€1.7M,€15K,209781,75,69,53,74,77,73,75,76,73,76,61,67,72,74,64,73,68,75,65,76,71,73,76,71,63,65,69,70,69,9,12,16,9,16,209781,/player/209781/pierrick-capelle/230002,23.0,2.0,2022-09-26,P. Capelle,Pierrick Capelle,"RM, CM, LM",74,74,1700000.0,15000.0,35,1987-04-15,181,73,1530.0,Angers SCO,16.0,Ligue 2,1.0,SUB,15.0,,2015-07-01,2023.0,18,France,,,,Left,4,3,2,Medium/Medium,Lean (170-185),No,3400000.0,,Long Shot Taker (AI),64.0,72.0,74.0,73.0,69.0,69.0,75,69,53,74,77,73,75,76,73,76,61,67,72,74,64,73,68,75,65,76,71,73,76,71,63,65.0,69,70,69,9,12,16,9,16,,70+2,70+2,70+2,72,72,72,72,72,73+1,73+1,73+1,73+1,74,74,74,73+1,72+2,72+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,71+2,19+2
2306,R. Bertrand,74,74,74.0,England,Leicester City,Left,3,3,179,Medium,Medium,€2.9M,€53K,169705,76,50,68,75,43,73,71,66,69,75,69,67,63,69,69,59,72,66,69,54,75,70,63,64,52,73,72,74,73,11,13,15,10,15,169705,/player/169705/ryan-bertrand/230002,23.0,2.0,2022-09-26,R. Bertrand,Ryan Bertrand,LB,74,74,2900000.0,53000.0,32,1989-08-05,179,85,95.0,Leicester City,13.0,Championship,1.0,RES,5.0,,2021-07-15,2023.0,14,England,,,,Left,3,3,2,Medium/Medium,Normal (170-185),Yes,5500000.0,,Dives Into Tackles (AI),68.0,53.0,71.0,72.0,72.0,70.0,76,50,68,75,43,73,71,66,69,75,69,67,63,69,69,59,72,66,69,54,75,70,63,64,52,73.0,72,74,73,11,13,15,10,15,,64+2,64+2,64+2,68,67,67,67,68,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,19+2
2307,M. Haïdara,74,74,74.0,Mali,Racing Club de Lens,Left,3,3,179,Medium,High,€3.7M,€26K,201955,68,43,68,67,37,70,52,58,57,73,73,78,69,73,71,79,81,81,77,45,74,68,56,53,55,70,69,73,72,10,13,14,8,16,201955,/player/201955/massadio-haidara/230002,23.0,2.0,2022-09-26,M. Haïdara,Massadio Haïdara,"LWB, CB",74,74,3700000.0,26000.0,29,1992-12-02,179,76,64.0,Lens,16.0,Ligue 1,1.0,SUB,21.0,,2018-07-01,2023.0,126,Mali,,,,Left,3,3,1,Medium/High,Normal (170-185),Yes,7000000.0,,"Injury Prone, Dives Into Tackles (AI)",76.0,52.0,62.0,71.0,70.0,78.0,68,43,68,67,37,70,52,58,57,73,73,78,69,73,71,79,81,81,77,45,74,68,56,53,55,70.0,69,73,72,10,13,14,8,16,,64+2,64+2,64+2,65,64,64,64,65,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,72+2,69+2,69+2,69+2,72+2,72+2,72+2,72+2,72+2,72+2,19+2
2308,M. Diagne,74,74,74.0,Senegal,Fatih Karagümrük S.K.,Right,3,2,191,Medium,Low,€4.1M,€24K,220131,56,75,83,62,68,63,67,48,45,70,65,64,48,73,39,81,61,55,88,66,55,19,77,55,72,74,21,25,29,7,10,10,10,8,220131,/player/220131/mbaye-diagne/230002,23.0,2.0,2022-09-26,M. Diagne,Mbaye Diagne,ST,74,74,4100000.0,24000.0,30,1991-10-28,191,86,111117.0,Fatih Karagümrük,68.0,Super Lig,1.0,ST,9.0,,2022-07-18,2023.0,136,Senegal,,,,Right,3,2,1,Medium/Low,Normal (185+),No,8200000.0,#Strength,Power Header,64.0,74.0,56.0,63.0,29.0,72.0,56,75,83,62,68,63,67,48,45,70,65,64,48,73,39,81,61,55,88,66,55,19,77,55,72,74.0,21,25,29,7,10,10,10,8,,74,74,74,66,69,69,69,66,65+2,65+2,65+2,64+2,58+2,58+2,58+2,64+2,48+2,46+2,46+2,46+2,48+2,46+2,46+2,46+2,46+2,46+2,16+2
2309,D. Ward,74,74,74.0,Wales,Leicester City,Right,3,1,191,Medium,Medium,€2.9M,€46K,207998,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56,8,20,18,75,73,67,72,74,207998,/player/207998/danny-ward/230002,23.0,2.0,2022-09-26,D. Ward,Danny Ward,GK,75,75,3800000.0,49000.0,29,1993-06-22,191,88,95.0,Leicester City,13.0,Championship,1.0,GK,1.0,,2018-07-21,2025.0,50,Wales,1367.0,GK,12.0,Right,3,1,1,Medium/Medium,Normal (185+),Yes,7200000.0,,,,,,,,,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56.0,8,20,18,75,73,67,74,76,45.0,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,74+1
2310,D. Ward,70,70,70.0,England,Huddersfield Town,Left,4,3,180,High,High,€1.3M,€13K,194319,62,71,70,64,68,67,60,60,59,66,71,65,69,68,68,77,86,72,72,70,62,23,69,64,67,64,41,37,32,13,11,15,11,8,207998,/player/207998/danny-ward/230002,23.0,2.0,2022-09-26,D. Ward,Danny Ward,GK,75,75,3800000.0,49000.0,29,1993-06-22,191,88,95.0,Leicester City,13.0,Championship,1.0,GK,1.0,,2018-07-21,2025.0,50,Wales,1367.0,GK,12.0,Right,3,1,1,Medium/Medium,Normal (185+),Yes,7200000.0,,,,,,,,,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56.0,8,20,18,75,73,67,74,76,45.0,28+2,28+2,28+2,27,28,28,28,27,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2,74+1
2311,Brian Oliván,74,74,74.0,Spain,RCD Espanyol de Barcelona,Left,3,2,177,Medium,Medium,€3.8M,€16K,228326,69,55,59,72,50,68,71,38,65,73,76,75,67,69,67,63,66,88,67,48,79,72,65,56,62,64,69,72,68,13,15,13,8,12,228326,/player/228326/brian-olivan-herrero/230002,23.0,2.0,2022-09-26,Brian Oliván,Brian Oliván Herrero,"LB, CB",74,74,3800000.0,16000.0,28,1994-04-01,177,73,452.0,Espanyol,53.0,La Liga 2,1.0,LB,14.0,,2022-07-01,2025.0,45,Spain,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,8000000.0,,,74.0,56.0,65.0,69.0,69.0,75.0,69,55,59,72,50,68,71,38,65,73,75,73,67,69,67,63,66,88,67,48,79,72,65,56,62,64.0,69,72,68,13,15,13,8,12,,64+2,64+2,64+2,67,66,66,66,67,66+2,66+2,66+2,69+2,68+2,68+2,68+2,69+2,72+2,71+2,71+2,71+2,72+2,72+2,70+2,70+2,70+2,72+2,18+2
2312,R. Christie,74,74,74.0,Scotland,Scotland,Left,4,3,178,High,High,€4.5M,€42K,213884,72,71,53,73,50,76,75,71,70,74,79,82,81,70,81,76,66,77,77,70,79,63,74,72,74,77,65,69,70,13,9,12,7,8,213884,/player/213884/ryan-christie/230002,23.0,2.0,2022-09-26,R. Christie,Ryan Christie,"RW, RM",74,74,4500000.0,42000.0,27,1995-02-12,178,71,1943.0,AFC Bournemouth,13.0,Premier League,1.0,LM,10.0,,2021-08-31,2024.0,42,Scotland,1359.0,SUB,11.0,Left,4,3,1,High/High,Lean (170-185),No,9000000.0,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",81.0,71.0,72.0,76.0,65.0,77.0,72,71,53,73,50,76,75,71,70,74,79,82,81,70,81,76,66,77,77,70,79,63,74,72,74,77.0,65,69,70,13,9,12,7,8,,71+2,71+2,71+2,74,74,74,74,74,74,74,74,74,72+2,72+2,72+2,74,72+2,71+2,71+2,71+2,72+2,70+2,68+2,68+2,68+2,70+2,16+2
2313,X. Chavalerin,74,74,74.0,France,ESTAC Troyes,Left,3,3,178,Medium,High,€3.5M,€17K,193683,68,66,58,77,59,70,70,71,72,74,58,59,67,73,73,74,60,89,70,65,72,74,68,72,63,69,69,71,68,11,15,6,14,7,193683,/player/193683/xavier-chavalerin/230002,23.0,2.0,2022-09-26,X. Chavalerin,Xavier Chavalerin,"CM, LM, CDM",74,74,3500000.0,17000.0,31,1991-03-07,178,66,294.0,Troyes,16.0,Ligue 2,1.0,SUB,24.0,,2021-08-30,2024.0,18,France,,,,Left,3,3,1,Medium/High,Lean (170-185),No,7000000.0,,Long Shot Taker (AI),59.0,67.0,73.0,71.0,69.0,75.0,68,66,58,77,59,70,70,71,72,74,58,59,67,73,73,74,60,89,70,65,72,74,68,72,63,69.0,69,71,68,11,15,6,14,7,,68+2,68+2,68+2,69,70,70,70,69,71+2,71+2,71+2,71+2,74,74,74,71+2,72+2,74,74,74,72+2,71+2,69+2,69+2,69+2,71+2,18+2
2314,Djaniny,74,74,74.0,Cape Verde Islands,Trabzonspor,Right,4,4,190,Medium,Low,€3.6M,€32K,205427,68,73,69,69,68,75,64,53,63,75,77,81,77,73,66,76,74,79,81,64,59,40,76,72,77,73,32,29,21,11,8,16,10,8,205427,/player/205427/jorge-djaniny-tavares-semedo/230002,23.0,2.0,2022-09-26,Djaniny,Jorge Djaniny Tavares Semedo,"ST, LW, RW",74,74,3600000.0,32000.0,31,1991-03-21,190,78,436.0,Trabzonspor,68.0,Super Lig,1.0,SUB,21.0,,2020-10-04,2025.0,104,Cape Verde Islands,,,,Right,4,4,1,Medium/Low,Normal (185+),No,6800000.0,,Speed Dribbler (AI),79.0,72.0,67.0,75.0,35.0,76.0,68,73,69,69,68,75,64,53,63,75,77,81,77,73,66,76,74,79,81,64,59,40,76,72,77,73.0,32,29,21,11,8,16,10,8,,74,74,74,74,74,74,74,74,73+1,73+1,73+1,73+1,68+2,68+2,68+2,73+1,57+2,55+2,55+2,55+2,57+2,54+2,50+2,50+2,50+2,54+2,17+2
2315,Melero,74,74,74.0,Spain,Unión Deportiva Almería,Right,3,3,183,Medium,Medium,€4.2M,€23K,227508,63,75,75,80,73,70,68,67,75,74,51,54,60,71,63,76,71,70,80,71,68,72,78,74,78,71,66,72,68,13,7,9,16,12,227508,/player/227508/gonzalo-melero-manzanares/230002,23.0,2.0,2022-09-26,Melero,Gonzalo Julián Melero Manzanares,"CM, CDM",74,74,4200000.0,23000.0,28,1994-01-02,183,77,1861.0,Almería,53.0,La Liga,1.0,SUB,3.0,,2022-09-01,2026.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,9200000.0,,Finesse Shot,53.0,75.0,73.0,70.0,70.0,75.0,63,75,75,80,73,70,68,67,75,74,51,54,60,71,63,76,71,70,80,71,68,72,78,74,78,71.0,66,72,68,13,7,9,16,12,,73+1,73+1,73+1,70,72,72,72,70,73+1,73+1,73+1,70+2,74,74,74,70+2,69+2,73+1,73+1,73+1,69+2,68+2,72+2,72+2,72+2,68+2,18+2
2316,S. Aziz,74,74,74.0,Turkey,Fenerbahçe SK,Right,2,2,183,Low,High,€2.9M,€45K,189127,43,26,77,60,48,48,36,36,63,55,70,69,64,67,60,42,90,67,82,31,82,70,24,40,38,74,76,75,74,13,9,8,14,10,189127,/player/189127/serdar-aziz/230002,23.0,2.0,2022-09-26,S. Aziz,Serdar Aziz,CB,74,74,2900000.0,45000.0,31,1990-10-23,183,81,326.0,Fenerbahçe,68.0,Super Lig,1.0,SUB,4.0,,2019-01-30,2025.0,48,Turkey,,,,Right,2,2,1,Low/High,Normal (170-185),No,5500000.0,,"Injury Prone, Dives Into Tackles (AI), Power Header",69.0,32.0,51.0,55.0,74.0,79.0,43,26,77,60,48,48,36,36,63,55,70,69,64,67,60,42,90,67,82,31,82,70,24,40,38,74.0,76,75,74,13,9,8,14,10,,49+2,49+2,49+2,49,47,47,47,49,49+2,49+2,49+2,52+2,54+2,54+2,54+2,52+2,64+2,67+2,67+2,67+2,64+2,67+2,74,74,74,67+2,17+2
2317,E. Elmalı,70,78,74.0,Turkey,Trabzonspor,Left,2,2,183,High,Medium,€3.4M,€12K,259754,74,30,57,65,29,71,60,47,54,64,76,84,70,65,68,58,67,79,70,40,66,63,65,56,43,62,66,67,64,9,7,10,6,11,259754,/player/259754/eren-elmali/230002,23.0,2.0,2022-09-26,E. Elmalı,Evren Eren Elmalı,LB,70,78,3400000.0,12000.0,21,2000-07-07,183,76,436.0,Trabzonspor,68.0,Super Lig,1.0,LB,18.0,,2022-06-17,2027.0,48,Turkey,,,,Left,2,2,1,High/Medium,Normal (170-185),No,7100000.0,,"Early Crosser, Speed Dribbler (AI)",80.0,40.0,62.0,68.0,65.0,71.0,74,30,57,65,29,71,60,47,54,64,76,84,70,65,68,58,67,79,70,40,66,63,65,56,43,62.0,66,67,64,9,7,10,6,11,,58+2,58+2,58+2,64,61,61,61,64,61+2,61+2,61+2,66+2,62+2,62+2,62+2,66+2,69+2,65+2,65+2,65+2,69+2,68+2,65+2,65+2,65+2,68+2,15+2
2318,H. Magnetti,72,76,74.0,France,Stade Brestois 29,Right,3,3,180,Medium,High,€3.1M,€13K,244480,53,41,50,73,38,72,59,41,74,73,54,51,60,68,83,68,63,70,76,49,80,69,59,70,46,71,65,71,67,10,14,15,10,12,244480,/player/244480/hugo-magnetti/230002,23.0,2.0,2022-09-26,H. Magnetti,Hugo Magnetti,"CDM, CM",72,76,3100000.0,13000.0,24,1998-05-30,180,75,378.0,Brest,16.0,Ligue 1,1.0,SUB,8.0,,2018-07-01,2024.0,18,France,,,,Right,3,3,1,Medium/High,Stocky (170-185),No,6400000.0,,,52.0,49.0,66.0,71.0,66.0,75.0,53,41,50,73,38,72,59,41,74,73,54,51,60,68,83,68,63,70,76,49,80,69,59,70,46,71.0,65,71,67,10,14,15,10,12,,59+2,59+2,59+2,62,63,63,63,62,66+2,66+2,66+2,65+2,69+2,69+2,69+2,65+2,66+2,71+2,71+2,71+2,66+2,65+2,68+2,68+2,68+2,65+2,18+2
